ITEM_20150317_000001	Empty_helmet 	Empty_Helmet
ITEM_20150406_004599	A horn fragment obtained from the Stumpy Tree. Give it to the private officer as evidence. 	Potongan tanduk yang didapat dari mayat Short Tree. Mari berikan kepada Kapten Prajurit sebagai bukti penaklukan.
ITEM_20150406_004600	Stone Bowl containing a lot of water. The unique aura seems to attract monsters. 	Mangkuk batu yang menyimpan penuh air. Energinya yang unik sepertinya memancing para monster.
ITEM_20150406_004601	Pink Tree Root Mole's Snout	Pink Tree Root Mole's Snout
ITEM_20150406_004602	A snout horn that proves that the Tree Root Mole has been killed. 	Tanduk yang menandakan telah membunuh Tree Root Mole
ITEM_20150414_004603	Tag Bow 	Tag Bow
ITEM_20150414_004604	Accuracy Crossbow 	Accuracy Crossbow
ITEM_20150414_004605	Toy Hammer 	Hammer
ITEM_20150414_004606	Grand Spontoon 	Grang Spontune
ITEM_20150414_004607	Dagger (Pierce) 	Dagger (Sting)
ITEM_20150414_004608	Superior Knife 	Superior Knife
ITEM_20150414_004609	Superior Dirk Dagger 	Superior Dirk Dagger
ITEM_20150414_004610	Superior Main Gauche 	Superior Main Gauche
ITEM_20150414_004611	Pistol (Shot) 	Pistol [Strike]
ITEM_20150414_004612	Cotton Gloves 	Cotton Gloves
ITEM_20150414_004613	Cotton Boots 	Cotton Boots
ITEM_20150414_004614	Cotton Pants 	Cotton Pants
ITEM_20150414_004615	Cotton Robe 	Cotton Robe
ITEM_20150414_004616	Don't test this armor's Magic Defense by intentionally getting hit. 	Don't be deliberately damaged even you want to check the magic defense.
ITEM_20150414_004617	Watcher Gloves 	Gloves Keeper
ITEM_20150414_004618	Equipment used by watchmen. 	Equipment used by Keeper
ITEM_20150414_004619	Watcher Boots 	Boots Keeper
ITEM_20150414_004620	Watcher Pants 	Pants Keeper
ITEM_20150414_004621	Watcher Tunic 	Tunic Keeper
ITEM_20150414_004622	Pied Piper Costume 	Pied Piper Costume
ITEM_20150414_004623	Watering Can 	Watering Can
ITEM_20150414_004624	Detector 	Detector
ITEM_20150414_004625	5kg Dumbbell 	5kg Dumbbell
ITEM_20150414_004626	When you pop the bubbles, you feel better. 	Ketika Kamu menyentuhnya, Kamu merasa baik
ITEM_20150414_004627	Defeated Flag 	Failure Flag
ITEM_20150414_004628	A mushroom with a hint of a woody scent. 	Ini adalah jamur dengan bau hutan
ITEM_20150414_004629	White Bread 	White Bread
ITEM_20150414_004630	A soft, white bread. It tastes better if jam is spread on it. 	Ini adalah roti yang lembut. Rasanya lebih baik jika selai menyebar pada roti
ITEM_20150414_004631	Lettuce 	Lettuce
ITEM_20150414_004632	A vegetable with a crunchy texture. 	Sebuah sayur berderak dengan selera yang baik
ITEM_20150414_004633	Milk 	Milk
ITEM_20150414_004634	Fresh and refreshing milk. 	Ini adalah susu segar
ITEM_20150414_004635	Infrorocktor Shell 	Infrorocktor Shell
ITEM_20150414_004636	A sturdy shell with a hexagonal pattern on it. {nl}Obtained from Infrorocktors. 	Sebuah kulit keras dengan enam sudut. Diperoleh dari Infro Rocktor
ITEM_20150414_004637	Yekubite Antennae 	Yekubite Antennae
ITEM_20150414_004638	A thin, pointy feeler. {nl}Obtained from Yekubites. 	Ini adalah perasa tipis dan runcing. Diperoleh dari Yekubite
ITEM_20150414_004639	Infroburk Shell 	Infro Burk Shell
ITEM_20150414_004640	It is thin, but capable of withstanding tremendous pressure. {nl}Obtained from Infroburks. 	Walaupun itu tipis tetapi dapat memberi dampak yang kuat. Diperoleh dari infrom Rocktor
ITEM_20150414_004641	Red Infrorocktor Shell 	Yekubite Feeler
ITEM_20150414_004642	An angular, hardened shell. {nl}Obtained from Red Infrorocktors. 	Ini adalah kulit siku dan mengeras. Diperoleh dari Red Infro Rocktor
ITEM_20150414_004643	Obtained from Black Desmoduses. 	Diperoleh dari Red Desmodus
ITEM_20150414_004644	Phlogistone 	Phlogiston
ITEM_20150414_004645	A mysterious stone with the power of fire. {nl}Purchasable from the Fletcher Master. 	Ini adalah batu misterius dengan kekuatan api. Ini dapat dibeli dari Fletcher Guru
ITEM_20150414_004646	Infrorocktor Bones 	Infrorocktor Bones
ITEM_20150414_004647	The bones of an Infrorocktor are just as sturdy as the shell. {nl}Obtained from Infrorocktors. 	Ini tidak hanya keras dengan kulit, tetapi juga di dalamnya kuat. Diperoleh dari Infro Rocktor
ITEM_20150414_004648	Yekubite Teeth 	Yekubite Teeth
ITEM_20150414_004649	Teeth that developed to grind meat. {nl}Obtained from Yekubites. 	Sebuah gerigi yang dikembangkan untuk menggiling daging. Diperoleh dari Yekubite
ITEM_20150414_004650	Yekubite Crystal 	Yekubite Crystal
ITEM_20150414_004651	A crystal that only grows on the tail of Yekubite, it grows in size as the monster ages. {nl}Obtained from Yekubites. 	Sebuah kristal yang hanya tumbuh di ekor Yekubite
ITEM_20150414_004652	Infro Holder Bones	Infro Holder Bones
ITEM_20150414_004653	Obtained from Infro Holders. 	Diperoleh dari Infro Holder
ITEM_20150414_004654	Venom 	Venom
ITEM_20150414_004655	A bottle of venom that can be used to make a powerful poison. {nl}Purchasable from the Wugushi Master. 	Sebuah botol racun. Ini digunakan untuk membuat racun kuat. Ini dapat dibeli dari Wugushi Guru
ITEM_20150414_004656	Camping Tools 	Peralatan Camping
ITEM_20150414_004657	It contains tools necessary for camping. {nl}Purchasable from the Squire Master. 	Ini berisi alat berkemah. Hal ini dapat dibeli dari Squire Guru
ITEM_20150414_004658	Gunpowder 	Gunpowder
ITEM_20150414_004659	A black powder used to make explosives. {nl}Purchasable from the Fletcher Master. 	Sebuah bubuk hitam yang digunakan untuk membuat bahan peledak. Ini dapat dibeli dari Fletcher Guru
ITEM_20150414_004660	Ashrong Stem 	Ashrong Stem
ITEM_20150414_004661	Yellow Yognome Core 	Yellow Yognome Nucleus
ITEM_20150414_004662	Yellow Egnome Core 	Yellow Egnome Nucleus
ITEM_20150414_004663	Yellow Gorgon Golem Core 	Yellow Gorgon Golem Nucleus
ITEM_20150414_004664	Moyabu Horn 	Moyabu Horn
ITEM_20150414_004665	Lemuria Leather 	Lemuria Leather
ITEM_20150414_004666	Crocoman Bones	Crocoman Bones
ITEM_20150414_004667	Socket Shell 	Socket Shell
ITEM_20150414_004668	Mole Claw 	Mole Claw
ITEM_20150414_004669	Mole Claw 	Mole Claw
ITEM_20150414_004670	Luxordon Leather 	Luxordon Leather
ITEM_20150414_004671	Lizardman Bones	Lizard Man Bones
ITEM_20150414_004672	Tama Leaf 	Tama Leaf
ITEM_20150414_004673	Short Timber 	Short Wood
ITEM_20150414_004674	Cyst Needle 	Sest Needle
ITEM_20150414_004675	Melatinun Heart 	Melatinun Heart
ITEM_20150414_004676	Gribaru Drop	Bell of Gribaru
ITEM_20150414_004677	Siaulamb Fur Leaf 	Hair Leaf of Siaulamb
ITEM_20150414_004678	Pendinmire Mask 	Mask of Pendinmire
ITEM_20150414_004679	Levi Fur 	Hair of Levi
ITEM_20150414_004680	Honeybean Stinger 	Needle of Honeybin
ITEM_20150414_004681	Fan Leaf 	Leaf Fan
ITEM_20150414_004682	Honeymeli Stinger 	Needle of Honeymeli
ITEM_20150414_004683	Siaulamb Mask 	Mask of Siaulamb
ITEM_20150414_004684	Big Siaulamb Sinew	Big Siaulamb Sinew 
ITEM_20150414_004685	Blood Eyeball 	Blood Eyeball
ITEM_20150414_004686	Moyabu Crystal 	Crystal of Moyabu
ITEM_20150414_004687	Crocman Leather 	Crocman Leather
ITEM_20150414_004688	Tripede Thorn 	Tripede Thorn
ITEM_20150414_004689	Red Infrorocktor Core	Red Infrorocktor Nucleus
ITEM_20150414_004690	The power source that moves the Red Infro Rockter. Grita, who can't use magic, needs it. 	Sebuah kekuatan yang menggerakkan Red Infro Rockter. Grita yang tidak dapat menggunakan mantra sihir membutuhkannya
ITEM_20150414_004691	Lump of Kowak Meat 	Sepotong daging Kowak
ITEM_20150414_004692	A lump of meat easily obtained from Kowak. Unfit for human consumption. 	Sepotong daging mudah diperoleh dari Kowak, Sayangnya itu tidak dapat dimakan
ITEM_20150414_004693	A leafbud found commonly on the wild grasses of Starving Demon's Way. Edible, but not very tasty.	Sebuah daun muda bidang liar yang dapat dengan mudah dilihat di Starving Demon's Way
ITEM_20150414_004694	Kepari Flesh	Kepari Flesh
ITEM_20150414_004695	A piece of a Kepari's flesh torn off while hunting. The disgusting smell make it impossible to eat. 	Sepotong daging kepari sedang diburu. Kita tidak bisa secara utuh makan karena bau yang menjijikkan
ITEM_20150414_004696	An energy source sprinkled by the Tree Root Crystal. These need to be collected to remove the contamination. 	Sumber energi ditaburi dengan Pohon Akar kristal. Hal ini dapat menghapus tempat yang terkontaminasi yang dikumpulkan
ITEM_20150414_004697	Reveals monsters that killed Pilgrims with the Curse of Rage when sprayed on them. 	Menggunakan kutukan marah dapat membedakan monster yang telah menyerang peziarah setelah penyemprotan
ITEM_20150414_004698	Unnamed Flower 	Unknown Name Flower
ITEM_20150414_004699	A flower to be offered on the altar to soothe angry souls. 	Sebuah bunga untuk merawat jiwa marah untuk menawarkan di atas mezbah
ITEM_20150414_004700	Forest of Prayer Sanctum Map 	Sanctum map of Pray Forest
ITEM_20150414_004701	A map that shows all the blessed sanctums in the Forest of Prayer.{nl}Right-click to open the map. Please return the map when you are done exploring the Forest of Prayer for the other pilgrims. {nl}Return Location: Road to Apsimesti Crossroads 	A map that show all the sanctume of blessing place in Fray Forest. {nl}Left-click to open the map. After all have been used, about Pray Forest
ITEM_20150414_004702	Water for cleaning plaster powder off theafter repairing the Goddess Statue. It is very clean. 	Sebuah air yang memecah plester ketika memperbaiki Patung Goddess. Ini sangat bersih
ITEM_20150414_004703	An imprint that Naktis placed on monsters as a way to control them. 	Sebuah jejak Naktis yang terjebak ke dalam monster sebagai makna kontrol
ITEM_20150414_004704	Water from a small brook in the Forest of Prayer. It looks potable. 	Sebuah aliran sungai kecil. Tampaknya baik untuk minum
ITEM_20150414_004705	Reed Flower 	Reed Flower
ITEM_20150414_004706	Lantern 	Lantern
ITEM_20150414_004707	Amulet 	Amulet
ITEM_20150414_004708	Fresh Meat 	Fresh Meat
ITEM_20150414_004709	Meat for feeding the breeding hawks. Hawks like it. 	Sebuah daging dari elang meningkat. Hawk menyukainya
ITEM_20150414_004710	Blut's Mark	Proof of Blut
ITEM_20150414_004711	A mark containing Blut's power. He seems to have distributed them to his underling demons. 	Sebuah bukti yang terkandung dengan Blut'h Power itu. Tampaknya untuk mendistribusikan di antara pengikut demon.
ITEM_20150414_004712	A mark given by the Demon Lord Hauberk to his servants as a sign of their loyalty. 	Sebuah bukti loyalitas didistribusikan oleh Master Haubeok
ITEM_20150414_004713	Necromantic Orb of Arune 	Sebuah manik yg menujunkan dari Arune
ITEM_20150414_004714	An orb that Kupole Arune used to interrogate Demons. Hauberk's aid is needed. 	Sebuah titisan ketika Kupole Arune digunakan untuk interogasi setan. Ini Kebutuhan bantuan Haubeok
ITEM_20150414_004715	A crystal blessed with spatial powers by Goddess Vakarine. It has been modified by Zydrone so that humans can use it. 	Sebuah kristal kekuasaan ruang yang diberikan oleh Goddess Vakarine. Ini telah berubah, manusia dapat menggunakannya dengan Giderone
ITEM_20150414_004716	A spectrum sphere created by Kupole Daiva to keep watch on demons. It can be used to find the hiding Hauberk. 	Sebuah bola spektrum untuk menonton setan yang diciptakan oleh Kupole Daiba
ITEM_20150414_004717	A rune containing the Goddess Vakarine's power. It absorbs the souls of Demons. 	Sebuah lune terkandung dengan kekuatan Goddess Vakarine ini. Menyerap jiwa iblis
ITEM_20150414_004718	Sealing Token	Seal of Proof
ITEM_20150414_004719	A sign of sealing that the Kupoles put on the vicious demons in the Demon Prison. 	Sebuah meterai bukti bahwa Kupole diberikan kepada setan setan dipenjara setan
ITEM_20150414_004720	A sealed fragment of Hauberk's shredded soul. 	Sebuah fragmen disegel dengan bagian jiwa dari Haubeok
ITEM_20150414_004721	A fragment that Nuaele planted in the demons to ensure their obedience. 	Sebuah fragmen yang Noirelle dihukum setan untuk ketaatan
ITEM_20150414_004722	Traces left by Demons that passed through the dimensional crack. 	Jejak berdaun setan yang melewati celah transfer
ITEM_20150414_004723	An empty soul needed to restore Dionys as quickly as possible. 	Jiwa yang kosong untuk mengembalikan Dionys sesegera mungkin
ITEM_20150414_004724	A trinket left by adventurers who entered the Demon Prison. It seems they were killed by demons. 	Sebuah artikel yang ditinggalkan oleh petualang yang masuk ke penjara iblis. Ini terlihat untuk dibunuh oleh setan
ITEM_20150414_004725	A token fragment dropped from the Lada Seal. Evidence that Dionys spread riots after he lost his ego. 	Sebuah fragmen tKamu keluar dari Lada Seal. Ada jejak Dionys ketika ia kehilangan ego
ITEM_20150414_004726	A claw found stuck in a demon. It looks like it was attacked by Dionys. 	Sebuah cakar terjebak dalam setan. Ini terlihat diserang oleh Deonis
ITEM_20150414_004727	Kupole Sigita says that other Demons will take this tooth as a warning. 	Kupole mengatakan bahwa menggunakan gigi ini akan membuat contoh setan
ITEM_20150414_004728	The tough root of a Red Large Kepa. An ingredient needed for the abdominal section of a front plate. 	Sebuah akar sulit dari kepa besar merah. Bahan-bahan dari perut depan yang hangat
ITEM_20150414_004729	A Red Kepa tooth that can be used to make a shoulder guard. 	Sebuah gigi kepa merah yang mampu membuat penjaga bahu
ITEM_20150414_004730	The leather of a Jukopus. It can be used to make the abdominal section of a back plate. 	Sebuah kulit Jukopus. Hal ini dapat membuat perut kembali hangat
ITEM_20150414_004731	Vubbe Robber leather that is needed to make a chest protector. 	Sebuah kulit Vubbe perampok dengan bahan penjaga thorax
ITEM_20150414_004732	A bag containing a variety of alchemical tools. 	Sebuah tas berisi dengan banyak alat alkimia
ITEM_20150414_004733	A picture frame swallowed by a monster. There is evidence that something was put in here before. 	Sebuah frame ditelan oleh rakasa. Ada jejak sesuatu untuk menempatkan
ITEM_20150414_004734	A scroll that warps the user to the Pardoner Master in the Crystal Brook. It can only be used when the Sanctuary is in danger, so hoarding them is pointless. 	Sebuah gulir mantra yang mentransfer ke sisi Pardoner Guru di Crystal Brook
ITEM_20150414_004735	Hardtack that was hidden in a grass pile by someone. There is dirt on it. 	Sebuah kue kering tersembunyi di tanaman ditumpuk oleh seseorang. Ada kotoran
ITEM_20150414_004736	Venom collected from Scorpio.{nl}Is it really an ingredient for an energy drink? 	Sebuah racun yang dikumpulkan oleh Scorpio. Apakah bahan dari peningkatan energi, benar-benar?
ITEM_20150414_004737	The leaf of a sweet herb. When chewed while taking a bitter medicine, it covers the taste with its sweetness.  	Sebuah ramuan manis. Hal ini sangat manis ketika Kamu mengambil beberapa dan mencicipi obat dengan itu
ITEM_20150414_004738	Timber that looks usable as firewood. Burn it in a pile in the magic circle. 	Sebuah kayu tampak berguna untuk kayu bakar. Mari kita membakarnya ke tumpukan lingkaran sihir
ITEM_20150414_004739	An empty bottle given to you by Wizard Limas. A common glass bottle. 	Botol kosong yang ditawarkan oleh Wizard Rimas. Ini adalah botol biasa.
ITEM_20150414_004740	Ellum's Evil Aura 	Evil Aura of Ellum
ITEM_20150414_004741	A bottle one third of the way filled with the evil aura of an Ellum. It must be fully filled. 	Sebuah pot diisi dengan aura jahat 1/3 Ellum. Ini harus penuh
ITEM_20150414_004742	A bottle two thirds of the way filled with the evil aura of an Ellum. It is nearly full. 	Sebuah pot diisi dengan aura jahat 2/3 Ellum. Hal ini sudah penuh
ITEM_20150414_004743	A bottle fully filled with the evil aura of an Ellum. 	Sebuah pot sepenuhnya diisi dengan aura jahat Ellum
ITEM_20150414_004744	A bottle one third of the way filled with the evil aura of a Keposeed. It must be fully filled. 	Sebuah pot diisi dengan aura jahat 1/3 Keposeed. Ini harus penuh
ITEM_20150414_004745	A bottle two thirds of the way filled with the evil aura of a Keposeed. It is nearly full. 	Sebuah pot diisi dengan aura jahat 2/3 Keposeed. Hal ini sudah penuh
ITEM_20150414_004746	The head of a small statue. What kind of statue could it be? 	Kepala bagian dari patung kecil. Apa jenis patung itu?
ITEM_20150414_004747	The torso of a small statue. Its hands are clasped together. 	Bagian atas dari sebuah patung kecil. Tangan berpegangan bersama-sama
ITEM_20150414_004748	The lower half of a small statue. It is hard to identify due to its fragmentation. 	Bagian bawah patung kecil. Sulit untuk identitas karena bagian-bagian yang rusak
ITEM_20150414_004749	The wings of a small statue. The wings don't seem avian. 	Bagian sayap dari patung kecil. Sepertinya itu bukan milik burung
ITEM_20150414_004750	Wooden Hammer 	Wooden Hammer
ITEM_20150414_004751	Mucus that a monster spat out. Seems like it would make a good adhesive base. 	Sebuah lendir ludah monster. Hal ini lebih baik untuk membuat lem sebagai viskositas tinggi
ITEM_20150414_004752	A bitter drink that imbues its consumer with strength. 	Sebuah minuman pahit untuk menjadi lebih kuat. Hal ini pahit rasanya
ITEM_20150414_004753	Leather obtained from monsters. It can be used to create a variety of weapons. 	Kulit yang diperoleh dari monster. Hal ini digunakan untuk membuat berbagai senjata
ITEM_20150414_004754	A jar used to collect the poisons of various monsters. It looks very old. 	Sebuah pot dapat mengumpulkan racun rakasa. Ini terlihat terlalu tua
ITEM_20150414_004755	Sickle 	Sickle
ITEM_20150414_004756	Rake(Unused) 	Cuffs(unavailable)
ITEM_20150414_004757	A letter written by Horatius for borrowing the farming tool. 	Sebuah surat yang ditulis oleh Horatius untuk meminjam alat pertanian
ITEM_20150414_004758	A Neolle pulled out to its rots. The root and leaf are used for consumption. 	Sebuah Reolle sepenuhnya ditarik. Akar dan daun digunakan untuk konsumsi
ITEM_20150414_004759	Thoroughly Dried Jerky 	Dry Jerky
ITEM_20150414_004760	A magic stone made by Yonas. They say it can be used to destroy the magic circle. 	Sebuah batu ajaib yang dibuat oleh Yonas. Dikatakan untuk menghancurkan lingkaran sihir
ITEM_20150414_004761	A seed pouch stolen by monsters. There are nibble marks on it. 	Sebuah kantong benih dicuri oleh monster. Ada bekas gigitan di atasnya
ITEM_20150414_004762	An unidentifiable lump of meat. Smells fishy. 	Sebuah daging roti Kamu tidak bisa mengidentifikasi. Hal ini mencurigakan
ITEM_20150414_004763	A small Goddess Statue restored by refusing its lost, scattered fragments piece by piece. 	Sebuah Patung kecil Goddess dikembalikan ke tempat fragmen ujung ke ujung
